date,price
7/17/2018,1275.3
7/18/2018,1275.7
7/19/2018,1271.1
7/20/2018,1277.5
7/23/2018,1271.4
7/24/2018,1271.5
7/25/2018,1277.4
7/26/2018,1271.8
7/27/2018,1269.3
7/30/2018,1268
7/31/2018,1270.1
8/1/2018,1264.3
8/2/2018,1256.5
8/3/2018,1259.7
8/6/2018,1254.1
8/7/2018,1254.7
8/8/2018,1257.3
8/9/2018,1256.3
8/10/2018,1255.1
8/13/2018,1234.6
8/14/2018,1236.4
8/15/2018,1220.2
8/16/2018,1219.2
8/17/2018,1219.3
8/20/2018,1229.6
8/21/2018,1234.9
8/22/2018,1238.2
8/23/2018,1228.4
8/24/2018,1248.2
8/27/2018,1251.2
8/28/2018,1249.6
8/29/2018,1246.5
8/30/2018,1239.5
8/31/2018,1241.1
9/3/2018,1206.3
9/4/2018,1233.6
9/5/2018,1236
9/6/2018,1239.1
9/7/2018,1235.5
9/10/2018,1235
9/11/2018,1237.6
9/12/2018,1246.6
9/13/2018,1243.8
9/14/2018,1236.6
9/17/2018,1241.2
9/18/2018,1238.3
9/19/2018,1244.1
9/20/2018,1247
9/21/2018,1236.9
9/24/2018,1240
9/25/2018,1240.8
9/26/2018,1234.4
9/27/2018,1222.4
9/28/2018,1231.3
10/1/2018,1227
10/2/2018,1242.7
10/3/2018,1238.7
10/4/2018,1237.5
10/5/2018,1242.2
10/8/2018,1224.9
10/9/2018,1227.8
10/10/2018,1229.4
10/11/2018,1264
10/12/2018,1258.1
10/15/2018,1266.9
10/16/2018,1267.3
10/17/2018,1263.4
10/18/2018,1266.6
10/19/2018,1265.3
10/22/2018,1261.3
10/23/2018,1273.5
10/24/2018,1267.6
10/25/2018,1269
10/26/2018,1272.3
10/29/2018,1263.7
10/30/2018,1261.5
10/31/2018,1250.8
11/1/2018,1274.8
11/2/2018,1269.9
11/5/2018,1269
11/6/2018,1263
11/7/2018,1265.4
11/8/2018,1262
11/9/2018,1245
11/12/2018,1239.6
11/13/2018,1237.5
11/14/2018,1246.2
11/15/2018,1251.7
11/16/2018,1259
11/19/2018,1261.6
11/20/2018,1257.5
11/21/2018,1264.7
11/22/2018,1228
11/23/2018,1260
11/26/2018,1259.7
11/27/2018,1250.4
11/28/2018,1260.2
11/29/2018,1260.8
11/30/2018,1256.5
12/3/2018,1270.2
12/4/2018,1277.4
12/5/2018,1273.4
12/6/2018,1274.3
12/7/2018,1283.6
12/10/2018,1280
12/11/2018,1278.1
12/12/2018,1281
12/13/2018,1278.4
12/14/2018,1272.2
12/17/2018,1282.6
12/18/2018,1284
12/19/2018,1286.8
12/20/2018,1298.6
12/21/2018,1288.6
12/24/2018,1302.4
12/25/2018,1270.75
12/26/2018,1303.7
12/27/2018,1311.9
12/28/2018,1313.7
12/31/2018,1312.5
1/1/2019,1283.35
