date,gold,oil,norm_gold,norm_oil
9/11/2018,1237.6,69.25,0.36135182,0.531030228
9/12/2018,1246.6,70.37,0.38084922,0.544848859
9/13/2018,1243.8,68.59,0.374783362,0.522887107
9/14/2018,1236.6,68.99,0.359185442,0.527822332
9/17/2018,1241.2,68.91,0.36915078,0.526835287
9/18/2018,1238.3,69.85,0.362868284,0.538433066
9/19/2018,1244.1,71.12,0.375433276,0.554102406
9/20/2018,1247,70.8,0.381715771,0.550154226
9/21/2018,1236.9,70.78,0.359835355,0.549907465
9/24/2018,1240,72.08,0.366551127,0.565946946
9/25/2018,1240.8,72.28,0.368284229,0.568414559
9/26/2018,1234.4,71.57,0.354419411,0.559654534
9/27/2018,1222.4,72.12,0.328422877,0.566440469
9/28/2018,1231.3,73.25,0.34770364,0.58038248
10/1/2018,1227,75.3,0.338388215,0.605675509
10/2/2018,1242.7,75.23,0.372400347,0.604811845
10/3/2018,1238.7,76.41,0.363734835,0.619370759
10/4/2018,1237.5,74.33,0.361135182,0.593707588
10/5/2018,1242.2,74.34,0.371317158,0.593830969
10/8/2018,1224.9,74.29,0.333838821,0.593214065
10/9/2018,1227.8,74.96,0.340121317,0.601480568
10/10/2018,1229.4,73.17,0.343587522,0.579395435
10/11/2018,1264,70.97,0.418544194,0.552251696
10/12/2018,1258.1,71.34,0.405762565,0.55681678
10/15/2018,1266.9,71.78,0.42482669,0.562245527
10/16/2018,1267.3,71.92,0.425693241,0.563972856
10/17/2018,1263.4,69.75,0.417244367,0.53719926
10/18/2018,1266.6,68.65,0.424176776,0.52362739
10/19/2018,1265.3,69.12,0.421360485,0.52942628
10/22/2018,1261.3,69.17,0.412694974,0.530043183
10/23/2018,1273.5,66.43,0.439124783,0.496236891
10/24/2018,1267.6,66.82,0.426343154,0.501048735
10/25/2018,1269,67.33,0.429376083,0.507341147
10/26/2018,1272.3,67.59,0.43652513,0.510549044
10/29/2018,1263.7,67.04,0.417894281,0.503763109
10/30/2018,1261.5,66.18,0.41312825,0.493152375
10/31/2018,1250.8,65.31,0.389948007,0.48241826
11/1/2018,1274.8,63.69,0.441941075,0.462430598
11/2/2018,1269.9,63.14,0.431325823,0.455644664
11/5/2018,1269,63.1,0.429376083,0.455151141
11/6/2018,1263,62.21,0.416377816,0.444170265
11/7/2018,1265.4,61.67,0.421577123,0.437507711
11/8/2018,1262,60.67,0.414211438,0.425169648
11/9/2018,1245,60.19,0.377383016,0.419247378
11/12/2018,1239.6,59.93,0.365684575,0.416039482
11/13/2018,1237.5,55.69,0.361135182,0.363726095
11/14/2018,1246.2,56.25,0.379982669,0.37063541
11/15/2018,1251.7,56.46,0.391897747,0.373226403
11/16/2018,1259,56.46,0.407712305,0.373226403
11/19/2018,1261.6,56.76,0.413344887,0.376927822
11/20/2018,1257.5,53.43,0.404462738,0.335842073
11/21/2018,1264.7,54.63,0.420060659,0.350647748
11/22/2018,1228,54.02,0.340554593,0.34312153
11/23/2018,1260,50.42,0.409878683,0.298704503
11/26/2018,1259.7,51.63,0.409228769,0.31363356
11/27/2018,1250.4,51.56,0.389081456,0.312769895
11/28/2018,1260.2,50.29,0.410311958,0.297100555
11/29/2018,1260.8,51.45,0.411611785,0.311412708
11/30/2018,1256.5,50.93,0.40229636,0.304996915
12/3/2018,1270.2,52.95,0.431975737,0.329919803
12/4/2018,1277.4,53.25,0.447573657,0.333621221
12/5/2018,1273.4,52.89,0.438908146,0.329179519
12/6/2018,1274.3,51.49,0.440857886,0.311906231
12/7/2018,1283.6,52.61,0.461005199,0.325724861
12/10/2018,1280,51,0.453206239,0.30586058
12/11/2018,1278.1,51.65,0.449090121,0.313880321
12/12/2018,1281,51.15,0.455372617,0.307711289
12/13/2018,1278.4,52.58,0.449740035,0.325354719
12/14/2018,1272.2,51.2,0.436308492,0.308328192
12/17/2018,1282.6,49.88,0.458838821,0.292041949
12/18/2018,1284,46.24,0.46187175,0.2471314
12/19/2018,1286.8,47.2,0.467937608,0.258975941
12/20/2018,1298.6,45.88,0.493500867,0.242689698
12/21/2018,1288.6,45.59,0.471837088,0.239111659
12/24/2018,1302.4,42.53,0.501733102,0.201357187
12/25/2018,1270.75,43.16,0.433167244,0.209130167
12/26/2018,1303.7,46.22,0.504549393,0.246884639
12/27/2018,1311.9,44.61,0.522313692,0.227020358
12/28/2018,1313.7,45.33,0.526213172,0.235903763
12/31/2018,1312.5,45.41,0.523613518,0.236890808
1/1/2019,1283.35,45.89,0.460463605,0.242813078
